cluster,task,n_active,n_valid,n_toxic,n_nontoxic,pct_toxic,pct_nontoxic
59,SR-MMP,11,8,3,5,37.5,62.5
59,NR-AhR,11,9,3,6,33.33,66.67
59,NR-ER-LBD,11,10,0,10,0.0,100.0
59,SR-ATAD5,11,10,0,10,0.0,100.0
59,SR-p53,11,8,0,8,0.0,100.0
60,NR-AR,4,4,0,4,0.0,100.0
60,NR-Aromatase,4,2,0,2,0.0,100.0
60,NR-PPAR-gamma,4,3,0,3,0.0,100.0
60,SR-HSE,4,2,0,2,0.0,100.0
60,NR-AR-LBD,4,4,0,4,0.0,100.0
60,NR-ER,4,3,0,3,0.0,100.0
60,SR-ARE,4,2,0,2,0.0,100.0
60,SR-MMP,4,3,0,3,0.0,100.0
60,NR-AhR,4,3,0,3,0.0,100.0
60,NR-ER-LBD,4,3,0,3,0.0,100.0
60,SR-ATAD5,4,3,0,3,0.0,100.0
60,SR-p53,4,4,1,3,25.0,75.0
61,NR-AR,4,4,1,3,25.0,75.0
61,NR-Aromatase,4,3,0,3,0.0,100.0
61,NR-PPAR-gamma,4,3,0,3,0.0,100.0
61,SR-HSE,4,1,0,1,0.0,100.0
61,NR-AR-LBD,4,3,1,2,33.33,66.67
61,NR-ER,4,3,0,3,0.0,100.0
61,SR-MMP,4,2,0,2,0.0,100.0
61,NR-AhR,4,3,0,3,0.0,100.0
61,NR-ER-LBD,4,4,0,4,0.0,100.0
61,SR-ATAD5,4,4,0,4,0.0,100.0
61,SR-p53,4,3,0,3,0.0,100.0
62,NR-AR,23,22,0,22,0.0,100.0
62,NR-Aromatase,23,17,2,15,11.76,88.24
62,NR-PPAR-gamma,23,19,0,19,0.0,100.0
62,SR-HSE,23,21,0,21,0.0,100.0
62,NR-AR-LBD,23,19,0,19,0.0,100.0
62,NR-ER,23,17,1,16,5.88,94.12
62,SR-ARE,23,18,4,14,22.22,77.78
62,SR-MMP,23,17,6,11,35.29,64.71
62,NR-AhR,23,16,4,12,25.0,75.0
62,NR-ER-LBD,23,21,0,21,0.0,100.0
62,SR-ATAD5,23,20,0,20,0.0,100.0
62,SR-p53,23,20,0,20,0.0,100.0
63,NR-AR,1,1,0,1,0.0,100.0
63,NR-Aromatase,1,1,0,1,0.0,100.0
63,NR-PPAR-gamma,1,1,0,1,0.0,100.0
63,NR-AR-LBD,1,1,0,1,0.0,100.0
63,SR-MMP,1,1,0,1,0.0,100.0
63,NR-AhR,1,1,0,1,0.0,100.0
63,NR-ER-LBD,1,1,0,1,0.0,100.0
63,SR-ATAD5,1,1,0,1,0.0,100.0
63,SR-p53,1,1,0,1,0.0,100.0
64,NR-AR,1,1,1,0,100.0,0.0
64,NR-PPAR-gamma,1,1,0,1,0.0,100.0
64,NR-AR-LBD,1,1,1,0,100.0,0.0
64,NR-ER,1,1,0,1,0.0,100.0
64,SR-MMP,1,1,0,1,0.0,100.0
64,NR-AhR,1,1,0,1,0.0,100.0
64,NR-ER-LBD,1,1,0,1,0.0,100.0
64,SR-ATAD5,1,1,0,1,0.0,100.0
64,SR-p53,1,1,0,1,0.0,100.0
65,NR-AR,8,8,0,8,0.0,100.0
65,NR-Aromatase,8,5,1,4,20.0,80.0
65,NR-PPAR-gamma,8,8,0,8,0.0,100.0
65,SR-HSE,8,6,0,6,0.0,100.0
65,NR-AR-LBD,8,8,0,8,0.0,100.0
65,NR-ER,8,7,0,7,0.0,100.0
65,SR-ARE,8,3,0,3,0.0,100.0
65,SR-MMP,8,2,0,2,0.0,100.0
65,NR-AhR,8,8,0,8,0.0,100.0
65,NR-ER-LBD,8,7,0,7,0.0,100.0
65,SR-ATAD5,8,8,0,8,0.0,100.0
65,SR-p53,8,8,2,6,25.0,75.0
66,NR-AR,21,20,0,20,0.0,100.0
66,NR-Aromatase,21,19,1,18,5.26,94.74
66,NR-PPAR-gamma,21,20,0,20,0.0,100.0
66,SR-HSE,21,19,0,19,0.0,100.0
66,NR-AR-LBD,21,21,0,21,0.0,100.0
66,NR-ER,21,18,1,17,5.56,94.44
66,SR-ARE,21,19,3,16,15.79,84.21
66,SR-MMP,21,19,2,17,10.53,89.47
66,NR-AhR,21,19,2,17,10.53,89.47
66,NR-ER-LBD,21,21,0,21,0.0,100.0
66,SR-ATAD5,21,21,0,21,0.0,100.0
66,SR-p53,21,21,0,21,0.0,100.0
68,NR-AR,6,4,1,3,25.0,75.0
68,NR-Aromatase,6,3,1,2,33.33,66.67
68,NR-PPAR-gamma,6,4,0,4,0.0,100.0
68,SR-HSE,6,5,1,4,20.0,80.0
68,NR-AR-LBD,6,4,0,4,0.0,100.0
68,NR-ER,6,2,0,2,0.0,100.0
68,SR-ARE,6,4,0,4,0.0,100.0
68,SR-MMP,6,3,0,3,0.0,100.0
68,NR-AhR,6,3,2,1,66.67,33.33
68,NR-ER-LBD,6,3,0,3,0.0,100.0
68,SR-ATAD5,6,4,0,4,0.0,100.0
68,SR-p53,6,4,1,3,25.0,75.0
70,NR-AR,91,84,3,81,3.57,96.43
70,NR-Aromatase,91,69,2,67,2.9,97.1
70,NR-PPAR-gamma,91,74,3,71,4.05,95.95
70,SR-HSE,91,73,4,69,5.48,94.52
70,NR-AR-LBD,91,81,5,76,6.17,93.83
70,NR-ER,91,71,4,67,5.63,94.37
70,SR-ARE,91,65,3,62,4.62,95.38
70,SR-MMP,91,63,7,56,11.11,88.89
70,NR-AhR,91,76,4,72,5.26,94.74
70,NR-ER-LBD,91,79,1,78,1.27,98.73
70,SR-ATAD5,91,80,2,78,2.5,97.5
70,SR-p53,91,76,3,73,3.95,96.05
71,NR-AR,11,11,1,10,9.09,90.91
71,NR-Aromatase,11,6,0,6,0.0,100.0
71,NR-PPAR-gamma,11,8,0,8,0.0,100.0
71,SR-HSE,11,11,1,10,9.09,90.91
71,NR-AR-LBD,11,9,0,9,0.0,100.0
71,NR-ER,11,7,0,7,0.0,100.0
71,SR-ARE,11,8,0,8,0.0,100.0
71,SR-MMP,11,7,1,6,14.29,85.71
71,NR-AhR,11,11,3,8,27.27,72.73
71,NR-ER-LBD,11,11,1,10,9.09,90.91
71,SR-ATAD5,11,10,1,9,10.0,90.0
71,SR-p53,11,11,1,10,9.09,90.91
72,NR-AR,263,242,5,237,2.07,97.93
72,NR-Aromatase,263,187,16,171,8.56,91.44
72,NR-PPAR-gamma,263,202,5,197,2.48,97.52
72,SR-HSE,263,206,9,197,4.37,95.63
72,NR-AR-LBD,263,220,3,217,1.36,98.64
72,NR-ER,263,188,28,160,14.89,85.11
72,SR-ARE,263,176,25,151,14.2,85.8
72,SR-MMP,263,185,36,149,19.46,80.54
72,NR-AhR,263,219,44,175,20.09,79.91
72,NR-ER-LBD,263,229,16,213,6.99,93.01
72,SR-ATAD5,263,234,11,223,4.7,95.3
72,SR-p53,263,218,12,206,5.5,94.5
73,NR-AR,18,17,0,17,0.0,100.0
73,NR-Aromatase,18,14,2,12,14.29,85.71
73,NR-PPAR-gamma,18,15,1,14,6.67,93.33
73,SR-HSE,18,14,0,14,0.0,100.0
73,NR-AR-LBD,18,16,0,16,0.0,100.0
73,NR-ER,18,15,1,14,6.67,93.33
73,SR-ARE,18,14,1,13,7.14,92.86
73,SR-MMP,18,16,5,11,31.25,68.75
73,NR-AhR,18,17,2,15,11.76,88.24
73,NR-ER-LBD,18,17,2,15,11.76,88.24
73,SR-ATAD5,18,16,0,16,0.0,100.0
73,SR-p53,18,16,0,16,0.0,100.0
74,NR-AR,8,8,0,8,0.0,100.0
74,NR-Aromatase,8,6,0,6,0.0,100.0
74,NR-PPAR-gamma,8,6,0,6,0.0,100.0
74,SR-HSE,8,5,0,5,0.0,100.0
74,NR-AR-LBD,8,8,0,8,0.0,100.0
74,NR-ER,8,6,0,6,0.0,100.0
74,SR-ARE,8,3,0,3,0.0,100.0
74,SR-MMP,8,5,0,5,0.0,100.0
74,NR-AhR,8,8,1,7,12.5,87.5
74,NR-ER-LBD,8,8,0,8,0.0,100.0
74,SR-ATAD5,8,8,0,8,0.0,100.0
74,SR-p53,8,8,0,8,0.0,100.0
76,NR-AR,7,7,0,7,0.0,100.0
76,NR-Aromatase,7,7,0,7,0.0,100.0
76,NR-PPAR-gamma,7,5,0,5,0.0,100.0
76,SR-HSE,7,4,0,4,0.0,100.0
76,NR-AR-LBD,7,7,0,7,0.0,100.0
76,NR-ER,7,7,0,7,0.0,100.0
76,SR-ARE,7,4,1,3,25.0,75.0
76,SR-MMP,7,6,2,4,33.33,66.67
76,NR-AhR,7,7,1,6,14.29,85.71
76,NR-ER-LBD,7,7,0,7,0.0,100.0
76,SR-ATAD5,7,7,0,7,0.0,100.0
76,SR-p53,7,6,0,6,0.0,100.0
78,SR-HSE,1,1,0,1,0.0,100.0
78,SR-ARE,1,1,1,0,100.0,0.0
79,NR-AR,5,5,0,5,0.0,100.0
79,NR-Aromatase,5,4,0,4,0.0,100.0
79,NR-PPAR-gamma,5,5,0,5,0.0,100.0
79,SR-HSE,5,4,0,4,0.0,100.0
79,NR-AR-LBD,5,5,0,5,0.0,100.0
79,NR-ER,5,4,0,4,0.0,100.0
79,SR-ARE,5,3,0,3,0.0,100.0
79,SR-MMP,5,4,0,4,0.0,100.0
79,NR-AhR,5,5,0,5,0.0,100.0
79,NR-ER-LBD,5,5,0,5,0.0,100.0
79,SR-ATAD5,5,5,0,5,0.0,100.0
79,SR-p53,5,5,0,5,0.0,100.0
80,NR-AR,8,8,0,8,0.0,100.0
80,NR-Aromatase,8,7,1,6,14.29,85.71
80,NR-PPAR-gamma,8,8,0,8,0.0,100.0
80,SR-HSE,8,8,0,8,0.0,100.0
80,NR-AR-LBD,8,8,0,8,0.0,100.0
80,NR-ER,8,7,1,6,14.29,85.71
80,SR-ARE,8,8,0,8,0.0,100.0
80,SR-MMP,8,6,0,6,0.0,100.0
80,NR-AhR,8,8,1,7,12.5,87.5
80,NR-ER-LBD,8,7,1,6,14.29,85.71
80,SR-ATAD5,8,8,0,8,0.0,100.0
80,SR-p53,8,8,0,8,0.0,100.0
81,NR-AR,1,1,0,1,0.0,100.0
81,SR-HSE,1,1,1,0,100.0,0.0
81,NR-AR-LBD,1,1,0,1,0.0,100.0
81,NR-ER,1,1,0,1,0.0,100.0
81,SR-ARE,1,1,1,0,100.0,0.0
81,SR-MMP,1,1,0,1,0.0,100.0
81,NR-AhR,1,1,0,1,0.0,100.0
81,NR-ER-LBD,1,1,0,1,0.0,100.0
81,SR-ATAD5,1,1,0,1,0.0,100.0
82,NR-AR,2,2,0,2,0.0,100.0
82,NR-Aromatase,2,2,0,2,0.0,100.0
82,NR-PPAR-gamma,2,2,0,2,0.0,100.0
82,SR-HSE,2,2,0,2,0.0,100.0
82,NR-AR-LBD,2,2,0,2,0.0,100.0
82,NR-ER,2,2,0,2,0.0,100.0
82,SR-ARE,2,2,0,2,0.0,100.0
82,SR-MMP,2,2,0,2,0.0,100.0
82,NR-AhR,2,1,0,1,0.0,100.0
82,NR-ER-LBD,2,2,0,2,0.0,100.0
82,SR-ATAD5,2,2,0,2,0.0,100.0
82,SR-p53,2,2,0,2,0.0,100.0
83,NR-AR,1,1,0,1,0.0,100.0
83,NR-Aromatase,1,1,0,1,0.0,100.0
83,NR-PPAR-gamma,1,1,0,1,0.0,100.0
83,NR-AR-LBD,1,1,0,1,0.0,100.0
83,NR-ER,1,1,0,1,0.0,100.0
83,SR-MMP,1,1,1,0,100.0,0.0
83,NR-AhR,1,1,0,1,0.0,100.0
83,NR-ER-LBD,1,1,0,1,0.0,100.0
83,SR-ATAD5,1,1,0,1,0.0,100.0
83,SR-p53,1,1,0,1,0.0,100.0
84,NR-AR,10,9,0,9,0.0,100.0
84,NR-Aromatase,10,9,0,9,0.0,100.0
84,NR-PPAR-gamma,10,8,0,8,0.0,100.0
84,SR-HSE,10,7,0,7,0.0,100.0
84,NR-AR-LBD,10,9,0,9,0.0,100.0
84,NR-ER,10,8,0,8,0.0,100.0
84,SR-ARE,10,7,0,7,0.0,100.0
84,SR-MMP,10,8,0,8,0.0,100.0
84,NR-AhR,10,7,0,7,0.0,100.0
84,NR-ER-LBD,10,8,0,8,0.0,100.0
84,SR-ATAD5,10,9,0,9,0.0,100.0
84,SR-p53,10,9,1,8,11.11,88.89
85,NR-AR,5,5,0,5,0.0,100.0
85,NR-Aromatase,5,4,1,3,25.0,75.0
85,NR-PPAR-gamma,5,5,0,5,0.0,100.0
85,SR-HSE,5,5,0,5,0.0,100.0
85,NR-AR-LBD,5,5,1,4,20.0,80.0
85,NR-ER,5,4,1,3,25.0,75.0
85,SR-ARE,5,4,0,4,0.0,100.0
85,SR-MMP,5,3,0,3,0.0,100.0
85,NR-AhR,5,4,1,3,25.0,75.0
85,NR-ER-LBD,5,4,1,3,25.0,75.0
85,SR-ATAD5,5,5,0,5,0.0,100.0
85,SR-p53,5,5,0,5,0.0,100.0
86,NR-AR,1,1,0,1,0.0,100.0
86,NR-Aromatase,1,1,1,0,100.0,0.0
86,NR-PPAR-gamma,1,1,0,1,0.0,100.0
86,SR-HSE,1,1,1,0,100.0,0.0
86,NR-ER,1,1,0,1,0.0,100.0
86,SR-ARE,1,1,0,1,0.0,100.0
86,NR-AhR,1,1,1,0,100.0,0.0
86,SR-ATAD5,1,1,0,1,0.0,100.0
87,NR-AR,3,3,0,3,0.0,100.0
87,NR-Aromatase,3,3,1,2,33.33,66.67
87,NR-PPAR-gamma,3,3,0,3,0.0,100.0
87,SR-HSE,3,3,1,2,33.33,66.67
87,NR-AR-LBD,3,3,0,3,0.0,100.0
87,NR-ER,3,3,0,3,0.0,100.0
87,SR-ARE,3,2,0,2,0.0,100.0
87,SR-MMP,3,2,0,2,0.0,100.0
87,NR-AhR,3,2,1,1,50.0,50.0
87,NR-ER-LBD,3,3,0,3,0.0,100.0
87,SR-ATAD5,3,3,0,3,0.0,100.0
87,SR-p53,3,3,0,3,0.0,100.0
89,NR-AR,22,21,0,21,0.0,100.0
89,NR-Aromatase,22,19,1,18,5.26,94.74
89,NR-PPAR-gamma,22,19,0,19,0.0,100.0
89,SR-HSE,22,20,0,20,0.0,100.0
89,NR-AR-LBD,22,21,0,21,0.0,100.0
89,NR-ER,22,18,2,16,11.11,88.89
89,SR-ARE,22,15,0,15,0.0,100.0
89,SR-MMP,22,16,3,13,18.75,81.25
89,NR-AhR,22,19,2,17,10.53,89.47
89,NR-ER-LBD,22,22,1,21,4.55,95.45
89,SR-ATAD5,22,20,0,20,0.0,100.0
89,SR-p53,22,21,3,18,14.29,85.71
91,NR-AR,1,1,0,1,0.0,100.0
91,NR-Aromatase,1,1,0,1,0.0,100.0
91,NR-PPAR-gamma,1,1,0,1,0.0,100.0
91,NR-AR-LBD,1,1,0,1,0.0,100.0
91,NR-ER,1,1,1,0,100.0,0.0
91,SR-MMP,1,1,0,1,0.0,100.0
91,NR-AhR,1,1,0,1,0.0,100.0
91,NR-ER-LBD,1,1,0,1,0.0,100.0
91,SR-ATAD5,1,1,1,0,100.0,0.0
91,SR-p53,1,1,1,0,100.0,0.0
92,NR-AR,1,1,1,0,100.0,0.0
92,NR-Aromatase,1,1,0,1,0.0,100.0
92,NR-PPAR-gamma,1,1,0,1,0.0,100.0
92,NR-AR-LBD,1,1,0,1,0.0,100.0
92,NR-ER,1,1,0,1,0.0,100.0
92,SR-MMP,1,1,0,1,0.0,100.0
92,NR-AhR,1,1,0,1,0.0,100.0
92,NR-ER-LBD,1,1,0,1,0.0,100.0
92,SR-ATAD5,1,1,0,1,0.0,100.0
92,SR-p53,1,1,0,1,0.0,100.0
93,NR-AR,4,4,0,4,0.0,100.0
93,NR-Aromatase,4,3,0,3,0.0,100.0
93,NR-PPAR-gamma,4,3,1,2,33.33,66.67
93,SR-HSE,4,2,0,2,0.0,100.0
93,NR-AR-LBD,4,3,0,3,0.0,100.0
93,NR-ER,4,3,1,2,33.33,66.67
93,SR-ARE,4,2,1,1,50.0,50.0
93,SR-MMP,4,3,1,2,33.33,66.67
93,NR-AhR,4,3,0,3,0.0,100.0
93,NR-ER-LBD,4,2,0,2,0.0,100.0
93,SR-ATAD5,4,4,0,4,0.0,100.0
93,SR-p53,4,2,0,2,0.0,100.0
94,NR-AR,7,7,0,7,0.0,100.0
94,NR-Aromatase,7,7,0,7,0.0,100.0
94,NR-PPAR-gamma,7,7,0,7,0.0,100.0
94,SR-HSE,7,5,0,5,0.0,100.0
94,NR-AR-LBD,7,7,0,7,0.0,100.0
94,NR-ER,7,6,1,5,16.67,83.33
94,SR-ARE,7,4,1,3,25.0,75.0
94,SR-MMP,7,6,0,6,0.0,100.0
94,NR-AhR,7,7,0,7,0.0,100.0
94,NR-ER-LBD,7,7,1,6,14.29,85.71
94,SR-ATAD5,7,7,0,7,0.0,100.0
94,SR-p53,7,7,1,6,14.29,85.71
96,NR-AR,1,1,0,1,0.0,100.0
96,NR-PPAR-gamma,1,1,0,1,0.0,100.0
96,NR-AR-LBD,1,1,0,1,0.0,100.0
96,NR-ER,1,1,1,0,100.0,0.0
96,SR-MMP,1,1,1,0,100.0,0.0
96,NR-AhR,1,1,1,0,100.0,0.0
96,NR-ER-LBD,1,1,0,1,0.0,100.0
96,SR-ATAD5,1,1,1,0,100.0,0.0
96,SR-p53,1,1,1,0,100.0,0.0
97,NR-AR,4,4,0,4,0.0,100.0
97,NR-Aromatase,4,4,0,4,0.0,100.0
97,NR-PPAR-gamma,4,4,0,4,0.0,100.0
97,SR-HSE,4,4,0,4,0.0,100.0
97,NR-AR-LBD,4,4,0,4,0.0,100.0
97,NR-ER,4,3,0,3,0.0,100.0
97,SR-ARE,4,4,1,3,25.0,75.0
97,SR-MMP,4,4,0,4,0.0,100.0
97,NR-AhR,4,3,0,3,0.0,100.0
97,NR-ER-LBD,4,4,0,4,0.0,100.0
97,SR-ATAD5,4,4,0,4,0.0,100.0
97,SR-p53,4,4,0,4,0.0,100.0
98,NR-AR,4,4,0,4,0.0,100.0
98,NR-Aromatase,4,2,0,2,0.0,100.0
98,NR-PPAR-gamma,4,3,0,3,0.0,100.0
98,SR-HSE,4,3,1,2,33.33,66.67
98,NR-AR-LBD,4,4,0,4,0.0,100.0
98,NR-ER,4,3,0,3,0.0,100.0
98,SR-ARE,4,3,0,3,0.0,100.0
98,SR-MMP,4,3,0,3,0.0,100.0
98,NR-AhR,4,3,0,3,0.0,100.0
98,NR-ER-LBD,4,4,0,4,0.0,100.0
98,SR-ATAD5,4,3,0,3,0.0,100.0
98,SR-p53,4,3,0,3,0.0,100.0
99,NR-AR,2,2,0,2,0.0,100.0
99,NR-Aromatase,2,1,0,1,0.0,100.0
99,NR-PPAR-gamma,2,2,0,2,0.0,100.0
99,SR-HSE,2,1,0,1,0.0,100.0
99,NR-AR-LBD,2,2,0,2,0.0,100.0
99,NR-ER,2,1,0,1,0.0,100.0
99,SR-ARE,2,1,0,1,0.0,100.0
99,SR-MMP,2,2,1,1,50.0,50.0
99,NR-AhR,2,1,0,1,0.0,100.0
99,NR-ER-LBD,2,2,0,2,0.0,100.0
99,SR-ATAD5,2,2,0,2,0.0,100.0
99,SR-p53,2,2,1,1,50.0,50.0
100,NR-AR,8,7,1,6,14.29,85.71
100,NR-Aromatase,8,6,0,6,0.0,100.0
100,NR-PPAR-gamma,8,5,0,5,0.0,100.0
100,SR-HSE,8,4,0,4,0.0,100.0
100,NR-AR-LBD,8,7,1,6,14.29,85.71
100,NR-ER,8,7,2,5,28.57,71.43
100,SR-ARE,8,3,0,3,0.0,100.0
100,SR-MMP,8,6,0,6,0.0,100.0
100,NR-AhR,8,7,0,7,0.0,100.0
100,NR-ER-LBD,8,7,1,6,14.29,85.71
100,SR-ATAD5,8,7,0,7,0.0,100.0
100,SR-p53,8,7,1,6,14.29,85.71
101,NR-AR,8,6,0,6,0.0,100.0
101,NR-Aromatase,8,6,0,6,0.0,100.0
101,NR-PPAR-gamma,8,6,0,6,0.0,100.0
101,SR-HSE,8,7,0,7,0.0,100.0
101,NR-AR-LBD,8,6,0,6,0.0,100.0
101,NR-ER,8,6,0,6,0.0,100.0
101,SR-ARE,8,5,0,5,0.0,100.0
101,SR-MMP,8,6,0,6,0.0,100.0
101,NR-AhR,8,6,0,6,0.0,100.0
101,NR-ER-LBD,8,6,0,6,0.0,100.0
101,SR-ATAD5,8,6,0,6,0.0,100.0
101,SR-p53,8,6,1,5,16.67,83.33
102,NR-AR,2,2,0,2,0.0,100.0
102,NR-Aromatase,2,1,0,1,0.0,100.0
102,NR-PPAR-gamma,2,1,0,1,0.0,100.0
102,SR-HSE,2,1,0,1,0.0,100.0
102,NR-AR-LBD,2,1,0,1,0.0,100.0
102,NR-ER,2,2,1,1,50.0,50.0
102,SR-ARE,2,2,0,2,0.0,100.0
102,SR-MMP,2,2,1,1,50.0,50.0
102,NR-AhR,2,2,0,2,0.0,100.0
102,NR-ER-LBD,2,2,1,1,50.0,50.0
102,SR-ATAD5,2,2,0,2,0.0,100.0
102,SR-p53,2,1,0,1,0.0,100.0
103,NR-AR,7,7,0,7,0.0,100.0
103,NR-Aromatase,7,6,0,6,0.0,100.0
103,NR-PPAR-gamma,7,6,0,6,0.0,100.0
103,SR-HSE,7,6,0,6,0.0,100.0
103,NR-AR-LBD,7,7,0,7,0.0,100.0
103,NR-ER,7,6,0,6,0.0,100.0
103,SR-ARE,7,6,0,6,0.0,100.0
103,SR-MMP,7,6,0,6,0.0,100.0
103,NR-AhR,7,6,0,6,0.0,100.0
103,NR-ER-LBD,7,6,0,6,0.0,100.0
103,SR-ATAD5,7,6,0,6,0.0,100.0
103,SR-p53,7,7,1,6,14.29,85.71
104,NR-AR,2,2,0,2,0.0,100.0
104,NR-Aromatase,2,1,0,1,0.0,100.0
104,NR-PPAR-gamma,2,2,0,2,0.0,100.0
104,SR-HSE,2,2,0,2,0.0,100.0
104,NR-AR-LBD,2,2,0,2,0.0,100.0
104,NR-ER,2,1,0,1,0.0,100.0
104,SR-ARE,2,2,0,2,0.0,100.0
104,SR-MMP,2,1,0,1,0.0,100.0
104,NR-AhR,2,2,0,2,0.0,100.0
104,NR-ER-LBD,2,2,0,2,0.0,100.0
104,SR-ATAD5,2,2,0,2,0.0,100.0
104,SR-p53,2,1,0,1,0.0,100.0
105,NR-AR,7,6,1,5,16.67,83.33
105,NR-Aromatase,7,4,0,4,0.0,100.0
105,NR-PPAR-gamma,7,5,1,4,20.0,80.0
105,SR-HSE,7,5,0,5,0.0,100.0
105,NR-AR-LBD,7,5,1,4,20.0,80.0
105,NR-ER,7,4,0,4,0.0,100.0
105,SR-ARE,7,6,0,6,0.0,100.0
105,SR-MMP,7,4,0,4,0.0,100.0
105,NR-AhR,7,5,0,5,0.0,100.0
105,NR-ER-LBD,7,6,0,6,0.0,100.0
105,SR-ATAD5,7,5,0,5,0.0,100.0
105,SR-p53,7,5,0,5,0.0,100.0
106,NR-AR,3,3,0,3,0.0,100.0
106,NR-Aromatase,3,2,0,2,0.0,100.0
106,NR-PPAR-gamma,3,2,0,2,0.0,100.0
106,SR-HSE,3,1,0,1,0.0,100.0
106,NR-AR-LBD,3,2,0,2,0.0,100.0
106,NR-ER,3,2,0,2,0.0,100.0
106,SR-ARE,3,1,0,1,0.0,100.0
106,SR-MMP,3,2,0,2,0.0,100.0
106,NR-AhR,3,1,0,1,0.0,100.0
106,NR-ER-LBD,3,3,0,3,0.0,100.0
106,SR-ATAD5,3,3,0,3,0.0,100.0
106,SR-p53,3,2,0,2,0.0,100.0
107,NR-AR,8,8,0,8,0.0,100.0
107,NR-Aromatase,8,6,0,6,0.0,100.0
107,NR-PPAR-gamma,8,8,0,8,0.0,100.0
107,SR-HSE,8,5,0,5,0.0,100.0
107,NR-AR-LBD,8,7,0,7,0.0,100.0
107,NR-ER,8,6,2,4,33.33,66.67
107,SR-ARE,8,3,0,3,0.0,100.0
107,SR-MMP,8,6,0,6,0.0,100.0
107,NR-AhR,8,7,1,6,14.29,85.71
107,NR-ER-LBD,8,8,0,8,0.0,100.0
107,SR-ATAD5,8,8,1,7,12.5,87.5
107,SR-p53,8,7,0,7,0.0,100.0
108,NR-AR,3,1,0,1,0.0,100.0
108,NR-Aromatase,3,1,0,1,0.0,100.0
108,SR-HSE,3,2,0,2,0.0,100.0
108,NR-ER,3,1,0,1,0.0,100.0
108,SR-ARE,3,1,0,1,0.0,100.0
108,SR-MMP,3,1,0,1,0.0,100.0
108,NR-AhR,3,1,0,1,0.0,100.0
108,NR-ER-LBD,3,1,0,1,0.0,100.0
108,SR-ATAD5,3,1,0,1,0.0,100.0
109,NR-AR,2,2,0,2,0.0,100.0
109,NR-Aromatase,2,2,1,1,50.0,50.0
109,NR-PPAR-gamma,2,1,0,1,0.0,100.0
109,SR-HSE,2,1,0,1,0.0,100.0
109,NR-AR-LBD,2,2,0,2,0.0,100.0
109,SR-ARE,2,1,0,1,0.0,100.0
109,SR-MMP,2,2,0,2,0.0,100.0
109,NR-AhR,2,2,1,1,50.0,50.0
109,NR-ER-LBD,2,2,0,2,0.0,100.0
109,SR-p53,2,2,0,2,0.0,100.0
110,NR-AR,5,5,0,5,0.0,100.0
110,NR-Aromatase,5,3,0,3,0.0,100.0
110,NR-PPAR-gamma,5,2,0,2,0.0,100.0
110,SR-HSE,5,4,1,3,25.0,75.0
110,NR-AR-LBD,5,4,0,4,0.0,100.0
110,NR-ER,5,4,0,4,0.0,100.0
110,SR-ARE,5,4,1,3,25.0,75.0
110,SR-MMP,5,4,1,3,25.0,75.0
110,NR-AhR,5,5,0,5,0.0,100.0
110,NR-ER-LBD,5,4,0,4,0.0,100.0
110,SR-ATAD5,5,4,0,4,0.0,100.0
110,SR-p53,5,3,0,3,0.0,100.0
111,NR-AR,15,15,0,15,0.0,100.0
111,NR-Aromatase,15,7,1,6,14.29,85.71
111,NR-PPAR-gamma,15,9,0,9,0.0,100.0
111,SR-HSE,15,9,1,8,11.11,88.89
111,NR-AR-LBD,15,12,1,11,8.33,91.67
111,NR-ER,15,11,4,7,36.36,63.64
111,SR-ARE,15,8,3,5,37.5,62.5
111,SR-MMP,15,9,4,5,44.44,55.56
111,NR-AhR,15,12,5,7,41.67,58.33
111,NR-ER-LBD,15,13,1,12,7.69,92.31
111,SR-ATAD5,15,15,3,12,20.0,80.0
111,SR-p53,15,12,4,8,33.33,66.67
112,NR-AR,2,2,0,2,0.0,100.0
112,NR-Aromatase,2,1,0,1,0.0,100.0
112,NR-PPAR-gamma,2,2,0,2,0.0,100.0
112,SR-HSE,2,1,0,1,0.0,100.0
112,NR-AR-LBD,2,2,0,2,0.0,100.0
112,NR-ER,2,1,0,1,0.0,100.0
112,SR-ARE,2,1,0,1,0.0,100.0
112,SR-MMP,2,1,0,1,0.0,100.0
112,NR-AhR,2,1,0,1,0.0,100.0
112,NR-ER-LBD,2,2,0,2,0.0,100.0
112,SR-ATAD5,2,2,1,1,50.0,50.0
112,SR-p53,2,2,0,2,0.0,100.0
113,NR-AR,1,1,0,1,0.0,100.0
113,NR-PPAR-gamma,1,1,0,1,0.0,100.0
113,NR-AR-LBD,1,1,0,1,0.0,100.0
113,NR-ER,1,1,0,1,0.0,100.0
113,SR-ARE,1,1,0,1,0.0,100.0
113,NR-AhR,1,1,0,1,0.0,100.0
113,NR-ER-LBD,1,1,0,1,0.0,100.0
113,SR-ATAD5,1,1,0,1,0.0,100.0
114,NR-AR,4,4,0,4,0.0,100.0
114,NR-Aromatase,4,3,0,3,0.0,100.0
114,NR-PPAR-gamma,4,1,0,1,0.0,100.0
114,SR-HSE,4,3,1,2,33.33,66.67
114,NR-AR-LBD,4,4,0,4,0.0,100.0
114,NR-ER,4,4,1,3,25.0,75.0
114,SR-ARE,4,3,0,3,0.0,100.0
114,SR-MMP,4,2,1,1,50.0,50.0
114,NR-AhR,4,3,0,3,0.0,100.0
